"","libelle_rome","code_rome","fap2009_SansQualif_agreg","fap2009_AvecQualif_agreg"
"448","Chef de production agricole porcine","A1411","A","Z"
"449","Naisseur-engraisseur / Naisseuse-engraisseuse porcin","A1411","A","Z"
"450","Eleveur / Eleveuse de porcins","A1411","A","Z"
"451","Régisseur / Régisseuse d'exploitation agricole porcine","A1411","A","Z"
"452","Ouvrier agricole polyvalent / Ouvrière agricole polyvalente en élevage porcin","A1411","A","Z"
"453","Fromager / Fromagère","A1412","Z","E"
"454","Affineur / Affineuse de fromages","A1412","Z","E"
"455","Fromager-affineur / Fromagère-affineuse","A1412","Z","E"
"456","Fabricant-affineur / Fabricante-affineuse de fromages","A1412","Z","E"
"457","Fabrication et affinage de fromages","A1412","Z","E"
"458","Chef caviste","A1413","Z","E"
"459","Aide caviste","A1413","Z","E"
"460","Fermentation de boissons alcoolisées","A1413","Z","E"
"461","Caviste","A1413","Z","E"
"462","Chef de cave","A1413","Z","E"
"463","Oenologue conseil","A1413","Z","E"
"464","Ouvrier / Ouvrière de chai","A1413","Z","E"
"465","Oenologue en recherche développement","A1413","Z","E"
"466","Brasseur / Brasseuse de bière","A1413","Z","E"
"467","Ouvrier / Ouvrière de cidrerie","A1413","Z","E"
"468","Cidrier / Cidrière","A1413","Z","E"
"469","Brasseur-malteur / Brasseuse-malteuse","A1413","Z","E"
"470","Employé / Employée de chai","A1413","Z","E"
"471","Maître / Maîtresse de chai","A1413","Z","E"
"472","Oenologue","A1413","Z","E"
"473","Ouvrier / Ouvrière en production horticole biologique","A1414","A","Z"
"474","Responsable de champignonnière","A1414","A","Z"
"475","Endivier / Endivière","A1414","A","Z"
"476","Chef d'équipe en production maraîchère","A1414","A","Z"
"477","Ouvrier / Ouvrière en production maraîchère biologique","A1414","A","Z"
"478","Chef de culture floriculture","A1414","A","Z"
"479","Ouvrier / Ouvrière horticole ","A1414","A","Z"
"480","Chef de culture horticole","A1414","A","Z"
"481","Directeur / Directrice des cultures","A1414","A","Z"
"482","Ouvrier / Ouvrière serriste ","A1414","A","Z"
"483","Conducteur / Conductrice de travaux horticoles","A1414","A","Z"
"484","Chef de culture en exploitation maraîchère","A1414","A","Z"
"485","Cressiculteur / Cressicultrice","A1414","A","Z"
"486","Producteur / Productrice de semences","A1414","A","Z"
"487","Ouvrier / Ouvrière en production pépinière biologique","A1414","A","Z"
"488","Cultivateur / Cultivatrice de primeurs","A1414","A","Z"
"489","Producteur / Productrice de tomates","A1414","A","Z"
"490","Maraîcher / Maraîchère","A1414","A","Z"
"491","Osiériculteur / Osiéricultrice","A1414","A","Z"
"492","Producteur / Productrice de tabac","A1414","A","Z"
"493","Ouvrier / Ouvrière de culture maraîchère","A1414","A","Z"
"494","Ouvrier / Ouvrière agricole en maraîchage-horticulture","A1414","A","Z"
"495","Ouvrier maraîcher / Ouvrière maraîchère primeuriste","A1414","A","Z"
"496","Bulbiculteur / Bulbicultrice","A1414","A","Z"
"497","Ouvrier maraîcher / Ouvrière maraîchère ","A1414","A","Z"
"498","Lavandiculteur / Lavandicultrice","A1414","A","Z"
"499","Primeuriste","A1414","A","Z"
"500","Chef de culture champignonniste","A1414","A","Z"
"501","Ouvrier / Ouvrière pépiniériste ","A1414","A","Z"
"502","Ouvrier / Ouvrière de champignonnière","A1414","A","Z"
"503","Floriculteur / Floricultrice","A1414","A","Z"
"504","Ouvrier maraîcher / Ouvrière maraîchère de culture légumière","A1414","A","Z"
"505","Serriste","A1414","A","Z"
"506","Tabaculteur / Tabacultrice","A1414","A","Z"
"507","Pépiniériste viticole","A1414","A","Z"
"508","Chef d'exploitation en maraîchage-horticulture","A1414","A","Z"
"509","Cultivateur / Cultivatrice d'endives","A1414","A","Z"
"510","Producteur / Productrice de plantes médicinales","A1414","A","Z"
"511","Horticulteur / Horticultrice","A1414","A","Z"
"512","Ouvrier / Ouvrière horticole serriste","A1414","A","Z"
"513","Champignonniste","A1414","A","Z"
"514","Chef de culture maraîchère","A1414","A","Z"
"515","Semencier / Semencière","A1414","A","Z"
"516","Ouvrier / Ouvrière champignonniste","A1414","A","Z"
"517","Chef de culture pépinière","A1414","A","Z"
"518","Horticulture et maraîchage","A1414","A","Z"
"519","Producteur / Productrice de plantes aromatiques","A1414","A","Z"
"520","Aspigiculteur / Aspigicultrice","A1414","A","Z"
"521","Pépiniériste","A1414","A","Z"
"522","Producteur / Productrice de plantes à parfum","A1414","A","Z"
"523","Second / Seconde d'exploitation horticole","A1414","A","Z"
"524","Producteur / Productrice de plantes in vitro","A1414","A","Z"
"525","Rosiériste","A1414","A","Z"
"526","Maître / Maîtresse d'équipage à la pêche","A1415","A","Z"
"527","Equipage de la pêche","A1415","A","Z"
"528","Marin-trancheur","A1415","A","Z"
"529","Marin calier","A1415","A","Z"
"530","Marin fileyeur","A1415","A","Z"
"531","Marin grande pêche","A1415","A","Z"
"532","Bosco","A1415","A","Z"
"533","Pêcheur / Pêcheuse à pied","A1415","A","Z"
"534","Ramendeur / Ramendeuse","A1415","A","Z"
"535","Marin-pêcheur","A1415","A","Z"
"536","Goémonier / Goémonière","A1415","A","Z"
"537","Marin glaceur","A1415","A","Z"
"538","Timonier / Timonière","A1415","A","Z"
"539","Ouvrier / Ouvrière agricole de grandes cultures","A1416","Z","A"
"540","Betteravier / Betteravière","A1416","Z","A"
"541","Second / Seconde d'exploitation en polyculture élevage","A1416","Z","A"
"542","Régisseur / Régisseuse d'exploitation agricole","A1416","Z","A"
"543","Polyculture, élevage","A1416","Z","A"
"544","Chef de chantier de travaux agricoles","A1416","Z","A"
"545","Céréalier / Céréalière","A1416","Z","A"
"546","Régisseur / Régisseuse en agriculture","A1416","Z","A"
"547","Gérant / Gérante d'exploitation agricole","A1416","Z","A"
"548","Chef d'exploitation agricole","A1416","Z","A"
"549","Ouvrier / Ouvrière en polyculture élevage","A1416","Z","A"
"550","Riziculteur / Rizicultrice","A1416","Z","A"
"551","Agriculteur / Agricultrice","A1416","Z","A"
"552","Cultivateur / Cultivatrice de grandes cultures","A1416","Z","A"
"553","Exploitant / Exploitante agricole","A1416","Z","A"
"554","Chef de culture céréalière","A1416","Z","A"
"555","Chef d'équipe en polyculture élevage","A1416","Z","A"
"556","Cultivateur / Cultivatrice de plein champ","A1416","Z","A"
"557","Intendant / Intendante d'exploitation agricole","A1416","Z","A"
"558","Producteur / Productrice de pommes de terre","A1416","Z","A"
"559","Agriculteur / Agricultrice en polyculture","A1416","Z","A"
"560","Ouvrier agricole polyvalent / Ouvrière agricole polyvalente","A1416","Z","A"
"561","Maïsiculteur / Maïsicultrice","A1416","Z","A"
"562","Contremaître / Contremaîtresse agricole","A1416","Z","A"
"563","Chef de production agricole","A1416","Z","A"
"564","Polyculteur éleveur / Polycultrice éleveuse","A1416","Z","A"
"565","Producteur / Productrice de protéagineux","A1416","Z","A"
"566","Producteur / Productrice d'oléagineux","A1416","Z","A"
"567","Contremaître / Contremaîtresse d'exploitation agricole","A1416","Z","A"
"568","Producteur / Productrice de cannes à sucre","A1416","Z","A"
"569","Chef d'équipe d'exploitation agricole","A1416","Z","A"
"570","Conducteur / Conductrice de travaux en entreprise de travaux agricoles","A1416","Z","A"
"571","Saliculture","A1417","A","Z"
"572","Producteur / Productrice de sel","A1417","A","Z"
"573","Saliculteur / Salicultrice","A1417","A","Z"
"574","Paludier / Paludière","A1417","A","Z"
"575","Saunier / Saunière","A1417","A","Z"
"576","Salinier / Salinière","A1417","A","Z"
"577","Soins aux animaux","A15",NA,NA
"578","Auxiliaire Spécialisé / Spécialisée Vétérinaire -ASV-","A1501","V","Z"
"579","Aide-vétérinaire","A1501","V","Z"
"580","Auxiliaire de santé animale","A1501","V","Z"
"581","Soigneur / Soigneuse d'équidés","A1501","V","Z"
"582","Auxiliaire de soins aux animaux","A1501","V","Z"
"583","Soigneur / Soigneuse de ménagerie","A1501","V","Z"
"584","Garçon / Fille de cour d'entraînement de chevaux","A1501","V","Z"
"585","Auxiliaire de vétérinaire","A1501","V","Z"
"586","Auxiliaire Vétérinaire Qualifié / Qualifiée -AVQ-","A1501","V","Z"
"587","Soigneur / Soigneuse en pension animale","A1501","V","Z"
"588","Auxiliaire de soins vétérinaires","A1501","V","Z"
"589","Soigneur / Soigneuse en parc zoologique","A1501","V","Z"
"590","Soigneur animalier / Soigneuse animalière","A1501","V","Z"
"591","Soigneur / Soigneuse de chevaux","A1501","V","Z"
"592","Auxiliaire vétérinaire","A1501","V","Z"
"593","Garde d'animaux de compagnie - Pet sitter","A1501","V","Z"
"594","Aide aux soins animaux","A1501","V","Z"
"595","Maréchal-ferrant / Maréchale-ferrant","A1502","Z","K"
"596","Podologie animale","A1502","Z","K"
"597","Pédicure pour bovin","A1502","Z","K"
"598","Pareur / Pareuse d'onglon","A1502","Z","K"
"599","Baigneur-peigneur / Baigneuse-peigneuse d'animaux","A1503","Z","K"
"600","Tondeur / Tondeuse d'animaux","A1503","Z","K"
"601","Assistant toiletteur / Assistante toiletteuse","A1503","Z","K"
"602","Toiletteur / Toiletteuse pour chiens","A1503","Z","K"
"603","Toilettage des animaux","A1503","Z","K"
"604","Toiletteur / Toiletteuse d'animaux","A1503","Z","K"
"605","Toiletteur / Toiletteuse canin","A1503","Z","K"
"606","Vétérinaire sapeur-pompier / sapeuse-pompière","A1504","V","Z"
"607","Vétérinaire biologiste","A1504","V","Z"
"608","Vétérinaire assistant / assistante","A1504","V","Z"
"609","Vétérinaire","A1504","V","Z"
"610","Santé animale","A1504","V","Z"
"611","Vétérinaire sanitaire","A1504","V","Z"
"612","Vétérinaire rural / rurale","A1504","V","Z"
"613","Vétérinaire mixte","A1504","V","Z"
"614","Vétérinaire praticien / praticienne","A1504","V","Z"
"615","Vétérinaire canin","A1504","V","Z"
"616","Vétérinaire équin","A1504","V","Z"
"617","ARTS ET FACONNAGE D'OUVRAGES D'ART","B",NA,NA
"618","Arts plastiques","B11",NA,NA
"619","Sculpteur-médailleur / Sculptrice-médailleuse","B1101","U","Z"
"620","Artiste peintre","B1101","U","Z"
"621","Sculpteur-modeleur / Sculptrice-modeleuse","B1101","U","Z"
"622","Peintre cartonnier / cartonnière","B1101","U","Z"
"623","Peintre d'art","B1101","U","Z"
"624","Artiste conceptuel / conceptuelle","B1101","U","Z"
"625","Artiste peintre à l'aérographe","B1101","U","Z"
"626","Peintre animalier / animalière","B1101","U","Z"
"627","Artiste sérigraphe","B1101","U","Z"
"628","Peintre mosaïste","B1101","U","Z"
"629","Peintre lithographe","B1101","U","Z"
"630","Aquarelliste","B1101","U","Z"
"631","Création en arts plastiques","B1101","U","Z"
"632","Pastelliste","B1101","U","Z"
"633","Artiste peintre décorateur / décoratrice","B1101","U","Z"
"634","Sculpteur animalier / Sculptrice animalière","B1101","U","Z"
"635","Sculpteur / Sculptrice ornemaniste","B1101","U","Z"
"636","Dessinateur / Dessinatrice d'art","B1101","U","Z"
"637","Artiste plasticien / plasticienne","B1101","U","Z"
"638","Artiste sonore","B1101","U","Z"
"639","Peintre paysagiste","B1101","U","Z"
"640","Portraitiste","B1101","U","Z"
"641","Calligraphe","B1101","U","Z"
"642","Créateur / Créatrice en arts plastiques","B1101","U","Z"
"643","Sculpteur / Sculptrice","B1101","U","Z"
"644","Lithographe","B1101","U","Z"
"645","Caricaturiste","B1101","U","Z"
"646","Dessinateur-illustrateur / Dessinatrice-illustratrice","B1101","U","Z"
"647","Peintre en fresque","B1101","U","Z"
"648","Sculpteur / Sculptrice statuaire","B1101","U","Z"
"649","Performeur / Performeuse","B1101","U","Z"
"650","Peintre en trompe-l'oeil","B1101","U","Z"
"651","Vidéaste","B1101","U","Z"
"652","Plasticien / Plasticienne","B1101","U","Z"
"653","Céramique","B12",NA,NA
"654","Restaurateur / Restauratrice de céramique","B1201","E","Z"
"655","Potier / Potière","B1201","E","Z"
"656","Tourneur / Tourneuse en poterie","B1201","E","Z"
"657","Réalisation d'objets décoratifs et utilitaires en céramique et matériaux de synthèse","B1201","E","Z"
"658","Céramiste d'art","B1201","E","Z"
"659","Céramiste concepteur / conceptrice","B1201","E","Z"
"660","Modeleur sculpteur / Modeleuse sculptrice en matériaux de synthèse","B1201","E","Z"
"661","Santonnier / Santonnière","B1201","E","Z"
"662","Potier / Potière en réfractaire","B1201","E","Z"
"663","Opérateur / Opératrice en restauration de céramique","B1201","E","Z"
"664","Céramiste praticien / praticienne","B1201","E","Z"
"665","Garnisseur / Garnisseuse en céramique","B1201","E","Z"
"666","Modeleur sculpteur / Modeleuse sculptrice en céramique","B1201","E","Z"
"667","Décoration","B13",NA,NA
"668","Etalagiste en maroquinerie","B1301","U","Z"
"669","Etalagiste en prêt-à-porter","B1301","U","Z"
"670","Visual merchandiser","B1301","U","Z"
"671","Etalagiste en parfumerie","B1301","U","Z"
"672","Etalagiste décorateur / décoratrice","B1301","U","Z"
"673","Décorateur / Décoratrice étalagiste","B1301","U","Z"
"674","Scénographe-muséographe","B1301","U","Z"
"675","Marchandiseur visuel / Marchandiseuse visuel","B1301","U","Z"
"676","Agenceur / Agenceuse d'intérieur de magasin","B1301","U","Z"
"677","Scénographe produits","B1301","U","Z"
"678","Etalagiste","B1301","U","Z"
"679","Etalagiste en bijouterie","B1301","U","Z"
"680","Etalagiste en articles de luxe","B1301","U","Z"
"681","Etalagiste en chaussures","B1301","U","Z"
"682","Décoration d'espaces de vente et d'exposition","B1301","U","Z"
"683","Décoration d'objets d'art et artisanaux","B1302","Z","K"
"684","Argenteur / Argenteuse sur verre ou cristal","B1302","Z","K"
"685","Peintre sur céramique","B1302","Z","K"
"686","Emailleur / Emailleuse sur verre","B1302","Z","K"
"687","Laqueur-doreur / Laqueuse-doreuse","B1302","Z","K"
"688","Doreur / Doreuse sur tranche","B1302","Z","K"
"689","Peintre finisseur / finisseuse à la main","B1302","Z","K"
"690","Doreur / Doreuse d'art","B1302","Z","K"
"691","Décorateur / Décoratrice sur verre","B1302","Z","K"
"692","Emailleur / Emailleuse d'art","B1302","Z","K"
"693","Fileur-étireur / Fileuse-étireuse à la main","B1302","Z","K"
"694","Peintre-fileur-décorateur / Peintre-fileuse-décoratrice en céramique","B1302","Z","K"
"695","Patineur / Patineuse sur bois à la main","B1302","Z","K"
"696","Retoucheur / Retoucheuse bois","B1302","Z","K"
"697","Finisseur / Finisseuse d'art","B1302","Z","K"
"698","Laqueur / Laqueuse sur bois","B1302","Z","K"
"699","Restaurateur / Restauratrice de tableaux","B1302","Z","K"
"700","Peintre à la main sur verre","B1302","Z","K"
"701","Ouvrier / Ouvrière de décoration à la main","B1302","Z","K"
"702","Doreur / Doreuse ornemaniste","B1302","Z","K"
"703","Restaurateur / Restauratrice sur verre","B1302","Z","K"
"704","Argenteur / Argenteuse sur feuille","B1302","Z","K"
"705","Ponceur-vernisseur / Ponceuse-vernisseuse à la main","B1302","Z","K"
"706","Peintre sur soie","B1302","Z","K"
"707","Restaurateur-doreur / Restauratrice-doreuse sur oeuvres d'art","B1302","Z","K"
"708","Argenteur / Argenteuse en orfèvrerie","B1302","Z","K"
"709","Laqueur-décorateur / Laqueuse-décoratrice","B1302","Z","K"
"710","Finisseur-décorateur / Finisseuse-décoratrice d'objets d'art et artisanaux","B1302","Z","K"
"711","Peintre-fileur-incrustateur / Peintre-fileuse-incrustatrice à la main","B1302","Z","K"
"712","Imprimeur / Imprimeuse papier peint à la planche","B1302","Z","K"
"713","Décorateur / Décoratrice en verrerie","B1302","Z","K"
"714","Vernisseur / Vernisseuse au tampon","B1302","Z","K"
"715","Graveur / Graveuse au sable","B1303","Z","K"
"716","Graveur / Graveuse d'art","B1303","Z","K"
"717","Graveur / Graveuse à l'eau forte","B1303","Z","K"
"718","Graveur-ciseleur / Graveuse-ciseleuse","B1303","Z","K"
"719","Guillocheur / Guillocheuse","B1303","Z","K"
"720","Graveur-polisseur / Graveuse-polisseuse de roches","B1303","Z","K"
"721","Graveur / Graveuse à l'acide","B1303","Z","K"
"722","Graveur / Graveuse en miroiterie","B1303","Z","K"
"723","Graveur et fondeur / Graveuse et fondeuse de caractères","B1303","Z","K"
"724","Graveur / Graveuse sur verre","B1303","Z","K"
"725","Graveur / Graveuse en taille douce","B1303","Z","K"
"726","Graveur / Graveuse sur métal","B1303","Z","K"
"727","Aquafortiste","B1303","Z","K"
"728","Graveur / Graveuse sur pierre","B1303","Z","K"
